ptid,methods,Analyte,Type,Well,Description,FI,FI - Bkgd,Std Dev,%CV,Conc in Range,Obs Conc,Obs Conc Std Dev,Obs Conc %CV,Exp Conc,(Obs/Exp) * 100,Dilution,Bead Count,batch.x,Sample ID,Conditions,Dilution factor,Note,protein concentration (mcg/ml),batch.y,Sample,normCon
3994,epithelial brushings,IL-6 (57),X3,"E3,F3",Sample ID: 3994 Pellet,151,108.3,14.85,9.83,15.26,15.26,1.99,13.06,NA,NA,1,"88,86",expt1,3994 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3105.6864,expt1,NA,0.004913568
3994,tissue,IL-6 (57),X17,"A7,B7",Sample ID: 3994 tissue,113.5,70.8,0.71,0.62,10.16,10.16,0.1,0.96,NA,NA,1,"84,166",expt1,3994 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2191.5857,expt1,NA,0.004635913
3995,epithelial brushings,IL-6 (57),X4,"G3,H3",Sample ID: 3995 Pellet,164.8,122,4.6,2.79,34.2,34.2,1.22,3.58,NA,NA,2,"122,115",expt1,3995 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,1948.9818,expt1,NA,0.017547624
3995,tissue,IL-6 (57),X18,"C7,D7",Sample ID: 3995 tissue,79,36.3,7.07,8.95,5.31,5.31,1.02,19.23,NA,NA,1,"74,80",expt1,3995 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1641.1058,expt1,NA,0.003235623
3996,epithelial brushings,IL-6 (57),X5,"A4,B4",Sample ID: 3996 Pellet,151.5,108.8,3.54,2.33,15.33,15.33,0.47,3.09,NA,NA,1,"15,42",expt1,3996 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2915.225,expt1,NA,0.005258599
3996,tissue,IL-6 (57),X19,"E7,F7",Sample ID: 3996 tissue,261,218.3,19.8,7.59,29.64,29.64,2.54,8.56,NA,NA,1,"88,85",expt1,3996 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3099.7614,expt1,NA,0.009562026
3999,epithelial brushings,IL-6 (57),X4,"G3,H3",Sample ID: 3999 Pellet,365,325,16.97,4.65,45.86,45.86,2.11,4.61,NA,NA,2,"159,163",expt2,3999 Pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,3723.5246,expt2,X4,0.012316288
3999,tissue,IL-6 (57),X14,"C6,D6",Sample ID: 3999 Tissue,8163.5,8123.5,139.3,1.71,373.29,373.29,5.86,1.57,NA,NA,1,"96,80",expt2,3999 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,2651.4803,expt2,X14,0.140785508
4001,epithelial brushings,IL-6 (57),X5,"A4,B4",Sample ID: 4001 Pellet,175.3,135.3,1.06,0.61,10.31,10.31,0.08,0.75,NA,NA,1,"105,136",expt2,4001 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,7202.9292,expt2,X5,0.001431362
4001,mucus,IL-6 (57),X23,"E8,F8",Sample ID: 4001 Sponge,40702.3,40662.3,252.08,0.62,2708.63,2708.63,39.89,1.47,NA,NA,1,"158,117",expt2,4001 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X23,NA
4001,tissue,IL-6 (57),X15,"E6,F6",Sample ID: 4001 Tissue,11838.5,11798.5,190.21,1.61,530.08,530.08,8.28,1.56,NA,NA,1,"120,89",expt2,4001 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,6925.2483,expt2,X15,0.076543104
4002,epithelial brushings,IL-6 (57),X6,"C4,D4",Sample ID: 4002 Pellet,127.3,84.5,5.3,4.17,12.05,12.05,0.72,6,NA,NA,1,"108,90",expt1,4002 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4935.974,expt1,NA,0.002441261
4002,mucus,IL-6 (57),X31,"E10,F10",Sample ID: 4002 mucus,792,749.3,32.53,4.11,94.51,94.51,3.85,4.07,NA,NA,1,"81,88",expt1,4002 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4002,tissue,IL-6 (57),X20,"G7,H7",Sample ID: 4002 tissue,383.5,340.8,10.61,2.77,45.1,45.1,1.32,2.93,NA,NA,1,"119,127",expt1,4002 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1313.6051,expt1,NA,0.034332997
4006,epithelial brushings,IL-6 (57),X7,"E4,F4",Sample ID: 4006 Pellet,71.5,28.8,2.83,3.96,12.66,12.66,1.24,9.83,NA,NA,3,"96,102",expt1,4006 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,1767.8112,expt1,NA,0.007161398
4006,mucus,IL-6 (57),X32,"G10,H10",Sample ID: 4006 mucus,95.8,53,9.55,9.97,7.69,7.69,1.34,17.46,NA,NA,1,"126,127",expt1,4006 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4006,tissue,IL-6 (57),X21,"A8,B8",Sample ID: 4006 tissue,43.3,0.5,1.06,2.45,OOR <,NA,NA,NA,NA,NA,1,"93,78",expt1,4006 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,386.8478,expt1,NA,NA
4007,epithelial brushings,IL-6 (57),X8,"G4,H4",Sample ID: 4007 Pellet,60.5,17.8,6.36,10.52,7.75,7.75,2.9,37.49,NA,NA,3,"243,166",expt1,4007 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2018.6628,expt1,NA,0.003839175
4007,tissue,IL-6 (57),X22,"C8,D8",Sample ID: 4007 tissue,55,12.3,6.36,11.57,OOR <,1.74,0.99,57.51,NA,NA,1,"32,38",expt1,4007 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2207.8446,expt1,NA,0.000788099
4012,epithelial brushings,IL-6 (57),X9,"A5,B5",Sample ID: 4012 Pellet,82.3,39.5,9.55,11.61,11.55,11.55,2.74,23.73,NA,NA,2,"102,81",expt1,4012 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,3556.2902,expt1,NA,0.003247766
4012,mucus,IL-6 (57),X33,"A11,B11",Sample ID: 4012 mucus,2915,2872.3,179.61,6.16,332.84,332.84,19.49,5.86,NA,NA,1,"95,91",expt1,4012 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4012,tissue,IL-6 (57),X23,"E8,F8",Sample ID: 4012 tissue,846,803.3,35.36,4.18,100.89,100.89,4.16,4.13,NA,NA,1,"29,37",expt1,4012 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3155.5062,expt1,NA,0.031972683
4023,epithelial brushings,IL-6 (57),X10,"C5,D5",Sample ID: 4023 Pellet,156,113.3,31.11,19.94,15.93,15.93,4.16,26.16,NA,NA,1,"90,87",expt1,4023 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,6682.6444,expt1,NA,0.002383787
4023,mucus,IL-6 (57),X34,"C11,D11",Sample ID: 4023 mucus,4333.5,4290.8,319.61,7.38,484.73,484.73,33.83,6.98,NA,NA,1,"140,128",expt1,4023 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4023,tissue,IL-6 (57),X24,"G8,H8",Sample ID: 4023 tissue,1076,1033.3,121.62,11.3,127.75,127.75,14.09,11.03,NA,NA,1,"98,97",expt1,4023 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4142.6537,expt1,NA,0.030837721
4027,epithelial brushings,IL-6 (57),X11,"E5,F5",Sample ID: 4027 Pellet,110.5,67.8,4.95,4.48,19.5,19.5,1.37,7.02,NA,NA,2,"129,131",expt1,4027 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,2966.3244,expt1,NA,0.006573792
4027,mucus,IL-6 (57),X35,"E11,F11",Sample ID: 4027 mucus,420.5,377.8,9.9,2.35,49.69,49.69,1.22,2.46,NA,NA,1,"90,102",expt1,4027 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4027,tissue,IL-6 (57),X25,"A9,B9",Sample ID: 4027 tissue,467.5,424.8,61.52,13.16,55.48,55.48,7.55,13.61,NA,NA,1,"77,114",expt1,4027 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2344.8839,expt1,NA,0.02366002
4031,epithelial brushings,IL-6 (57),X6,"C4,D4",Sample ID: 4031 Pellet,204.3,164.3,3.89,1.9,12.38,12.38,0.27,2.21,NA,NA,1,"55,108",expt2,4031 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,4736.2218,expt2,X6,0.002613898
4031,mucus,IL-6 (57),X24,"G8,H8",Sample ID: 4031 Sponge,15922.3,15882.3,894.84,5.62,714.21,714.21,42,5.88,NA,NA,1,"62,195",expt2,4031 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X24,NA
4031,tissue,IL-6 (57),X16,"G6,H6",Sample ID: 4031 Tissue,106.8,66.8,1.77,1.66,5.01,5.01,0.15,2.96,NA,NA,1,"90,116",expt2,4031 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,1624.8469,expt2,X16,0.003083367
4034,epithelial brushings,IL-6 (57),X12,"G5,H5",Sample ID: 4034 Pellet,643,600.3,22.63,3.52,76.76,76.76,2.72,3.54,NA,NA,1,"35,27",expt1,4034 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4327.4266,expt1,NA,0.017738025
4034,mucus,IL-6 (57),X36,"G11,H11",Sample ID: 4034 mucus,141,98.3,4.24,3.01,27.83,27.83,1.15,4.12,NA,NA,2,"91,77",expt1,4034 mucus,AERD+nosteroids,2,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4034,tissue,IL-6 (57),X26,"C9,D9",Sample ID: 4034 tissue,86.5,43.8,0.71,0.82,6.38,6.38,0.1,1.58,NA,NA,1,"114,129",expt1,4034 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2442.4373,expt1,NA,0.002612145
4037,epithelial brushings,IL-6 (57),X7,"E4,F4",Sample ID: 4037 Pellet,282.5,242.5,10.61,3.75,17.67,17.67,0.69,3.93,NA,NA,1,"366,389",expt2,4037 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,3765.3332,expt2,X7,0.004692812
4037,mucus,IL-6 (57),X25,"A9,B9",Sample ID: 4037 Sponge,913.5,873.5,38.89,4.26,54,54,2.06,3.81,NA,NA,1,"122,85",expt2,4037 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X25,NA
4040,epithelial brushings,IL-6 (57),X13,"A6,B6",Sample ID: 4040 Pellet,135,92.3,0,0,39.31,39.31,0,0,NA,NA,3,"211,191",expt1,4040 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2789.7992,expt1,NA,0.01409062
4040,mucus,IL-6 (57),X37,"A12,B12",Sample ID: 4040 mucus,8347,8304.3,1090.36,13.06,900.8,900.8,111.39,12.37,NA,NA,1,"101,126",expt1,4040 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4040,tissue,IL-6 (57),X27,"E9,F9",Sample ID: 4040 tissue,487,444.3,26.16,5.37,57.87,57.87,3.2,5.53,NA,NA,1,"98,104",expt1,4040 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4586.2894,expt1,NA,0.012618044
4042,epithelial brushings,IL-6 (57),X14,"C6,D6",Sample ID: 4042 Pellet,155,112.3,2.83,1.82,15.8,15.8,0.38,2.4,NA,NA,1,"255,166",expt1,4042 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2385.6494,expt1,NA,0.006622935
4042,mucus,IL-6 (57),X38,"C12,D12",Sample ID: 4042 mucus,3153,3110.3,192.33,6.1,358.61,358.61,20.77,5.79,NA,NA,1,"115,121",expt1,4042 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4042,tissue,IL-6 (57),X28,"G9,H9",Sample ID: 4042 tissue,45,2.3,1.41,3.14,OOR <,0.09,0,0,NA,NA,1,"108,101",expt1,4042 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1557.4886,expt1,NA,5.78E-05
4048,epithelial brushings,IL-6 (57),X15,"E6,F6",Sample ID: 4048 Pellet,507,464.3,5.66,1.12,60.31,60.31,0.69,1.14,NA,NA,1,"179,173",expt1,4048 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3008.133,expt1,NA,0.020048981
4048,mucus,IL-6 (57),X39,"E12,F12",Sample ID: 4048 mucus,2342,2299.3,176.78,7.55,270.24,270.24,19.46,7.2,NA,NA,1,"74,117",expt1,4048 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4048,tissue,IL-6 (57),X29,"A10,B10",Sample ID: 4048 tissue,248.3,205.5,7.42,2.99,28.01,28.01,0.96,3.41,NA,NA,1,"88,95",expt1,4048 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2605.0263,expt1,NA,0.010752291
4049,epithelial brushings,IL-6 (57),X16,"G6,H6",Sample ID: 4049 Pellet,217.8,175,7.42,3.41,24.06,24.06,0.97,4.01,NA,NA,1,"107,118",expt1,4049 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3514.4816,expt1,NA,0.00684596
4049,mucus,IL-6 (57),X40,"G12,H12",Sample ID: 4049 mucus,882.5,839.8,122.33,13.86,105.18,105.18,14.37,13.66,NA,NA,1,"105,149",expt1,4049 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4049,tissue,IL-6 (57),X30,"C10,D10",Sample ID: 4049 tissue,344.5,301.8,14.85,4.31,40.23,40.23,1.86,4.63,NA,NA,1,"103,83",expt1,4049 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2279.8483,expt1,NA,0.017645911
4051,epithelial brushings,IL-6 (57),X8,"G4,H4",Sample ID: 4051 Pellet,2628.3,2588.3,28.64,1.09,136.64,136.64,1.3,0.95,NA,NA,1,"108,119",expt2,4051 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,5154.3078,expt2,X8,0.026509864
4051,mucus,IL-6 (57),X26,"C9,D9",Sample ID: 4051 Sponge,573,533,21.21,3.7,70.62,70.62,2.43,3.44,NA,NA,2,"69,65",expt2,4051 Sponge,AERD+steroids,2,nasal mucus eluted in PI solution,NA,expt2,X26,NA
4051,tissue,IL-6 (57),X17,"A7,B7",Sample ID: 4051 Tissue,829,789,11.31,1.36,49.49,49.49,0.61,1.23,NA,NA,1,"127,115",expt2,4051 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,5529.3056,expt2,X17,0.008950491
4078,epithelial brushings,IL-6 (57),X9,"A5,B5",Sample ID: 4078 pellet,345.8,305.8,8.13,2.35,43.45,43.45,1.02,2.35,NA,NA,2,"214,181",expt2,4078 pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,6298.968,expt2,X9,0.006897955
4078,mucus,IL-6 (57),X27,"E9,F9",Sample ID: 4078 Sponge,9638.8,9598.8,165.11,1.71,435.6,435.6,7.01,1.61,NA,NA,1,"88,88",expt2,4078 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X27,NA
4078,tissue,IL-6 (57),X18,"C7,D7",Sample ID: 4078 Tissue,1290,1250,4.24,0.33,73.35,73.35,0.21,0.29,NA,NA,1,"223,344",expt2,4078 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,3054.789,expt2,X18,0.024011478
0,Background,MIP-3a/CCL20 (28),B,"A1,B1",Reagent Name: Background0,23.5,23.5,0.71,3.01,NA,NA,NA,NA,NA,NA,1,"95,89",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
0,Background,MIP-3a/CCL20 (28),B,"A1,B1",Reagent Name: Background0,27.5,27.5,0.71,2.57,NA,NA,NA,NA,NA,NA,1,"81,59",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,MIP-3a/CCL20 (28),X1,"A3,B3",Sample ID: QC1,241.5,218,37.48,15.52,56.06,56.06,7.91,14.12,NA,NA,1,"94,98",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,MIP-3a/CCL20 (28),X1,"A3,B3",Sample ID: QC1,534.3,506.8,12.37,2.32,47.54,47.54,0.88,1.86,NA,NA,1,"96,94",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,MIP-3a/CCL20 (28),S1,"C1,D1",Reagent Name: Standard1,33.5,10,0.71,2.11,5.12,5.12,0.25,4.87,4.88,105,1,"86,93",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,MIP-3a/CCL20 (28),S1,"C1,D1",Reagent Name: Standard1,51,23.5,1.41,2.77,4.88,4.88,0.22,4.47,4.88,100,1,"85,74",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,MIP-3a/CCL20 (28),X2,"C3,D3",Sample ID: QC2,5213.8,5190.3,504.52,9.68,908.53,908.53,89.65,9.86,NA,NA,1,"68,101",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,MIP-3a/CCL20 (28),X2,"C3,D3",Sample ID: QC2,10792.5,10765,301.93,2.8,722.71,722.71,25.26,3.49,NA,NA,1,"64,59",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,MIP-3a/CCL20 (28),S2,"E1,F1",Reagent Name: Standard2,78.5,55,2.12,2.7,18.44,18.44,0.56,3.05,19.53,94,1,"103,73",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,MIP-3a/CCL20 (28),S2,"E1,F1",Reagent Name: Standard2,182,154.5,0,0,19.55,19.55,0,0,19.53,100,1,"92,61",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,MIP-3a/CCL20 (28),S3,"G1,H1",Reagent Name: Standard3,364,340.5,4.24,1.17,80.97,80.97,0.84,1.03,78.13,104,1,"90,102",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,MIP-3a/CCL20 (28),S3,"G1,H1",Reagent Name: Standard3,988.8,961.3,35.71,3.61,77.87,77.87,2.27,2.91,78.13,100,1,"99,62",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,MIP-3a/CCL20 (28),S4,"A2,B2",Reagent Name: Standard4,1716.8,1693.3,190.57,11.1,317.5,317.5,31.67,9.98,312.5,102,1,"103,112",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,MIP-3a/CCL20 (28),S4,"A2,B2",Reagent Name: Standard4,5003.3,4975.8,174.3,3.48,314.65,314.65,10.57,3.36,312.5,101,1,"88,105",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,MIP-3a/CCL20 (28),S5,"C2,D2",Reagent Name: Standard5,6802.3,6778.8,447.25,6.57,1200.68,1200.68,85.31,7.1,1250,96,1,"108,87",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,MIP-3a/CCL20 (28),S5,"C2,D2",Reagent Name: Standard5,15793,15765.5,535.99,3.39,1232.12,1232.12,66.78,5.42,1250,99,1,"99,98",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,MIP-3a/CCL20 (28),S6,"E2,F2",Reagent Name: Standard6,20161.8,20138.3,373,1.85,5261.1,5261.1,184.98,3.51,5000,105,1,"105,94",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,MIP-3a/CCL20 (28),S6,"E2,F2",Reagent Name: Standard6,28746,28718.5,130.11,0.45,5189.28,5189.28,97.46,1.88,5000,104,1,"84,57",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,MIP-3a/CCL20 (28),S7,"G2,H2",Reagent Name: Standard7,32136,32112.5,186.68,0.58,19229.27,19229.27,510.16,2.65,20000,96,1,"71,106",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,MIP-3a/CCL20 (28),S7,"G2,H2",Reagent Name: Standard7,34824.8,34797.3,153.8,0.44,18998.39,18998.39,1048.57,5.51,20000,95,1,"90,63",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3991,epithelial brushings,MIP-3a/CCL20 (28),X3,"E3,F3",Sample ID: 3991 Pellet,323,295.5,59.4,18.39,31.66,31.66,4.77,15.08,NA,NA,1,"7,15",expt2,3991 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,1465.8602,expt2,X3,0.02159824
3994,epithelial brushings,MIP-3a/CCL20 (28),X3,"E3,F3",Sample ID: 3994 Pellet,394.5,371,10.61,2.69,86.95,86.95,2.06,2.37,NA,NA,1,"102,153",expt1,3994 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3105.6864,expt1,NA,0.027997032
3994,tissue,MIP-3a/CCL20 (28),X17,"A7,B7",Sample ID: 3994 tissue,101,77.5,2.83,2.8,24.24,24.24,0.71,2.92,NA,NA,1,"71,132",expt1,3994 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2191.5857,expt1,NA,0.011060485
3995,epithelial brushings,MIP-3a/CCL20 (28),X4,"G3,H3",Sample ID: 3995 Pellet,831,807.5,9.9,1.19,334.2,334.2,3.49,1.04,NA,NA,2,"95,108",expt1,3995 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,1948.9818,expt1,NA,0.171474151
3995,tissue,MIP-3a/CCL20 (28),X18,"C7,D7",Sample ID: 3995 tissue,131.8,108.3,1.06,0.81,31.71,31.71,0.25,0.79,NA,NA,1,"104,71",expt1,3995 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1641.1058,expt1,NA,0.019322337
3996,epithelial brushings,MIP-3a/CCL20 (28),X5,"A4,B4",Sample ID: 3996 Pellet,770.5,747,50.2,6.52,156.4,156.4,8.92,5.7,NA,NA,1,"16,57",expt1,3996 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2915.225,expt1,NA,0.053649375
3996,tissue,MIP-3a/CCL20 (28),X19,"E7,F7",Sample ID: 3996 tissue,67.5,44,1.41,2.1,15.47,15.47,0.39,2.52,NA,NA,1,"82,86",expt1,3996 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3099.7614,expt1,NA,0.004990707
3999,epithelial brushings,MIP-3a/CCL20 (28),X4,"G3,H3",Sample ID: 3999 Pellet,3121.5,3094,21.92,0.7,407.44,407.44,2.53,0.62,NA,NA,2,"237,254",expt2,3999 Pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,3723.5246,expt2,X4,0.109423206
3999,tissue,MIP-3a/CCL20 (28),X14,"C6,D6",Sample ID: 3999 Tissue,255.5,228,6.36,2.49,26.09,26.09,0.54,2.08,NA,NA,1,"111,94",expt2,3999 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,2651.4803,expt2,X14,0.009839786
4001,epithelial brushings,MIP-3a/CCL20 (28),X5,"A4,B4",Sample ID: 4001 Pellet,1317.3,1289.8,6.72,0.51,98.26,98.26,0.41,0.42,NA,NA,1,"118,153",expt2,4001 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,7202.9292,expt2,X5,0.013641672
4001,mucus,MIP-3a/CCL20 (28),X23,"E8,F8",Sample ID: 4001 Sponge,12814,12786.5,841.46,6.57,904.78,904.78,81.71,9.02,NA,NA,1,"234,162",expt2,4001 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X23,NA
4001,tissue,MIP-3a/CCL20 (28),X15,"E6,F6",Sample ID: 4001 Tissue,354,326.5,18.38,5.19,34.12,34.12,1.44,4.22,NA,NA,1,"129,85",expt2,4001 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,6925.2483,expt2,X15,0.004926899
4002,epithelial brushings,MIP-3a/CCL20 (28),X6,"C4,D4",Sample ID: 4002 Pellet,3284,3260.5,199.4,6.07,577.07,577.07,33.3,5.77,NA,NA,1,"557,337",expt1,4002 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4935.974,expt1,NA,0.11691107
4002,mucus,MIP-3a/CCL20 (28),X31,"E10,F10",Sample ID: 4002 mucus,14738,14714.5,258.8,1.76,3126.35,3126.35,80.97,2.59,NA,NA,1,"95,103",expt1,4002 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4002,tissue,MIP-3a/CCL20 (28),X20,"G7,H7",Sample ID: 4002 tissue,174.3,150.8,1.06,0.61,41.48,41.48,0.24,0.57,NA,NA,1,"140,135",expt1,4002 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1313.6051,expt1,NA,0.031577222
4006,epithelial brushings,MIP-3a/CCL20 (28),X7,"E4,F4",Sample ID: 4006 Pellet,168.3,144.8,10.25,6.09,120.38,120.38,6.93,5.76,NA,NA,3,"105,68",expt1,4006 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,1767.8112,expt1,NA,0.068095507
4006,mucus,MIP-3a/CCL20 (28),X32,"G10,H10",Sample ID: 4006 mucus,2076.3,2052.8,98.64,4.75,377.04,377.04,16.3,4.32,NA,NA,1,"154,85",expt1,4006 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4006,tissue,MIP-3a/CCL20 (28),X21,"A8,B8",Sample ID: 4006 tissue,64.5,41,0.71,1.1,14.64,14.64,0.2,1.35,NA,NA,1,"97,86",expt1,4006 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,386.8478,expt1,NA,0.037844341
4007,epithelial brushings,MIP-3a/CCL20 (28),X8,"G4,H4",Sample ID: 4007 Pellet,146.5,123,9.19,6.27,105.48,105.48,6.39,6.06,NA,NA,3,"279,197",expt1,4007 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2018.6628,expt1,NA,0.052252412
4007,tissue,MIP-3a/CCL20 (28),X22,"C8,D8",Sample ID: 4007 tissue,80.5,57,0.71,0.88,18.97,18.97,0.19,0.98,NA,NA,1,"60,125",expt1,4007 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2207.8446,expt1,NA,0.00859209
4012,epithelial brushings,MIP-3a/CCL20 (28),X9,"A5,B5",Sample ID: 4012 Pellet,179.3,155.8,0.35,0.2,85.18,85.18,0.16,0.18,NA,NA,2,"328,312",expt1,4012 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,3556.2902,expt1,NA,0.023951926
4012,mucus,MIP-3a/CCL20 (28),X33,"A11,B11",Sample ID: 4012 mucus,2277.5,2254,28.99,1.27,410.27,410.27,4.79,1.17,NA,NA,1,"107,128",expt1,4012 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4012,tissue,MIP-3a/CCL20 (28),X23,"E8,F8",Sample ID: 4012 tissue,895.8,872.3,13.08,1.46,178.46,178.46,2.29,1.28,NA,NA,1,"78,110",expt1,4012 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3155.5062,expt1,NA,0.05655511
4023,epithelial brushings,MIP-3a/CCL20 (28),X10,"C5,D5",Sample ID: 4023 Pellet,1131,1107.5,80.61,7.13,219.07,219.07,13.77,6.29,NA,NA,1,"205,253",expt1,4023 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,6682.6444,expt1,NA,0.032781933
4023,mucus,MIP-3a/CCL20 (28),X34,"C11,D11",Sample ID: 4023 mucus,8202.8,8179.3,50.56,0.62,1477.48,1477.48,10.36,0.7,NA,NA,1,"152,144",expt1,4023 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
